title,info,file,expires,tags,usage,country,product_category
Lortama Herbicide,"Lortama, Herbicide - Turkey",TR_Lortama_pkg_bdg_tr_pms.eps,Never,"Turkey, Lortama, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Turkey,Herbicide
Lontrel 600 Herbicide,"Lontrel 600, Herbicide - Turkey",TR_Lontrel_600_pkg_txt_tr_pms.eps,Never,"Turkey, Lontrel 600, Herbisit, Turkish, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Turkey,Herbicide
Vetavine Core Fungicide,"Vetavine™ Core, FUNGICIDE - Greece",GR_Vetavine_Core_pkg_txt_el_pms.eps,Never,"Greek, Vetavine™ Core, ΜΥΚΗΤΟΚΤΟΝΟ, Greece, FUNGICIDE","Black, PMS 513 C Purple, PMS 285 C Blue",Greece,Fungicide
Vivolt SL Adjuvant,"Vivolt® SL, ADJUVANT - Greece, Cyprus",CY_GR_Vivolt_SL_pkg_bdg_el_pms.eps,Never,"Greece, Cyprus, Vivolt® SL, ΕΠΙΦΑΝΕΙΟΔΡΑΣΤΙΚΟ Greek, ADJUVANT","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Greece,
Static,"Static® GR, INSECTICIDE - Greece, Cyprus",CY_GR_Static_GR_pkg_txt_el_pms.eps,Never,"Greece, Cyprus, Static® GR, ΕΝΤΟΜΟΚΤΟΝΟ, Greek, INSECTICIDE","Black, PMS 285 C Blue, PMS 1525 C Orange",Greece,Insecticide
Trezac Duo HERBICIDE,"TREZAC™ DUO, HERBICIDE - Spain",ES_Trezac_Duo_Arylex_active_pkg_txt_es_pms.eps,Never,"SPAIN, TREZAC™ DUO, HERBICIDA, Arylex™ active, SPANISH, Herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Spain,Herbicide
Balaya + Talius 2 Pack FUNGICIDE,Balaya + Talius,DE-AT_Balaya_+_Talius_2_Pack_pkg_txt_de_pms.eps,Never,"Germany, Balaya + Talius 2 Pack, Fungizid, Revisol, Proquinazid, German, Fungicide.","PMS 513 C Purple, PMS 285 C Blue, Black",Germany,Fungicide
Trend 90 ADJUVANT,"Trend 90, ADJUVANT - Spain",ES_Trend_90_pkg bdg_es_pms.eps,Never,"Spain, Trend 90, MOJANTE, SPANISH, Adjuvant","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",Spain,
Lontrel 600 herbicide,Lontrel 600 SL GYOMIRTÓ SZER,HU_Lontrel_600_pkg_bdg_hu_pms.eps,Never,"Hungary, Lontrel 600 SL GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Hungary,Herbicide
Thistlex HERBICIDE,Thistlex,GB-IE_Thistlex_pkg_bdg_en_pms.eps,Never,"U.K, Ireland, Thistlex, Herbicide, Triclopyr, Clopyralid, English, Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",United Kingdom,Herbicide
Acanto Plus Fungicide,"Аканто® Плюс, Фунгицид",RU_Acanto_Plus_SC_Onmira_active_pkg_txt_ru_pms.eps,Never,"Russia, Аканто Плюс, Фунгицид, Onmira™ active, Russian, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Russia,Fungicide
Titus,Titus,DE-AT_Titus_pkg bdg_de_pms.eps,Never,"Austria, Germany, Titus, Herbizid, Rimsulfuron, German, Herbicide",Black PMS 285 C PMS 361 C PMS 376 C,Germany,Herbicide
Victus OD Herbicide,Victus OD erbicid,RO_Victus_OD_pkg_bdg_ro_pms.eps,Never,"Romania, Victus OD erbicid, Romanian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Romania,Herbicide
Lumiposa 625 FS Insecticide Seed Treatment,"Lumiposa 625 FS, INSECTCIDE SEED TREATMENT - Greece",GR_Lumiposa_625_FS_pkg_bdg_el_pms.eps,Never,"Greece, Lumiposa 625 FS, ΕΝΟΜΟΚΤΟΝΟ ΕΠΕΝΔΥΣΗΣ ΣΠΟΡΩΝ, Greek, INSECTCIDE SEED TREATMENT","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Greece,Seed Treatment
Magnitude herbicide,Magnitude Herbicida,BO_Magnitude_pkg_txt_es_pms.eps,Never,"Bolivia, Magnitude, herbicida, spanish, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Bolivia,Herbicide
Ridgeback Insecticide,Ridgeback Insecticide with Isoclast active,US_Ridgeback_with_Isoclast_active_pkg_txt_en_pms.eps,Never,"United States, Ridgeback Insecticide with Isoclast active, English, Insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",United States,Insecticide
Flexidor Herbicide,Flexidor,DE-AT_Flexidor_pkg_bdg_de_pms.eps,Never,"Austria, Germany, Flexidor, Herbizid, Isoxaben, German, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Germany,Herbicide
zerocount GR insecticide,ゼロカウント粒剤,JP_zerocount_GR_pkg_txt_ja_pms.eps,Never,"Japan,日本,ゼロカウント,殺虫剤,Japanese,insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",Japan,Insecticide
Stinger HL Herbicide,Stinger HL Herbicide,US_Stinger_HL_pkg_bdg_en_pms.eps,Never,"United States, Stinger HL Herbicide, English, herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",United States,Herbicide
"Metribuzin Mx, herbicide","Metribuzin Mx, herbicide",CA_Metribuzin_Mx_75_DF_pkg_bdg_en_pms.eps,Never,"Canada, Metribuzin Mx, herbicide","Black, PMS 285 C Blue, PMS 349 C Green, PMS 376 C Green",Canada,Herbicide
CURZATE 60 WG FUNGICIDE,Curzate 60 WG,GB_Curzate_60_WG_pkg_bdg_es_pms.eps,Never,"U.K, Curzate 60 WG, Fungicide, Cymoxanil , English, Fungicide","PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",United Kingdom,Fungicide
Esteron T Herbicide,Esteron T,GB_Esteron_T_pkg_bdg_en_pms.eps,Never,"U.K, Esteron T, Herbicide, Florasulam, 2.4 D, English, Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",United Kingdom,Herbicide
Colex-D Herbicide,Colex-D Herbicide,AU_Colex-D_pkg_txt_en_pms.eps,Never,"English, Colex-D, Herbicide, Australia","PMS 349 C Green, PMS 285 C Blue, Black",Australia,Herbicide
Transform Insecticida,NA,CO_Transform_pkg_txt_es_pms.eps,Never,"Colombia, Transform Insecticide, Spanish, Insecticida","Black, PMS 158 C Orange",Colombia,Insecticide
"Corte, GYOMIRTÓ SZER",Corte SE,HU_Corte_pkg_txt_hu_pms.eps,Never,"Hungary, Corte SE, GYOMIRTÓ SZER, Hungarian, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Hungary,Herbicide
"VYDATE 10 L, nematocide",Vydate 10 L NEMATOCIDE - Bulgaria,BG_VYDATE_10_L_pkg_bdg_bg_pms.eps,Never,"BULGARIA, Видейт 10 Г, НЕМАТОЦИД, BULGARIAN, NEMATOCIDE, VYDATE 10L","PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue, Black",Bulgaria,
Curzate 60 WG FUNGICIDE,Curzate 60 WG,DE_Curzate_60_WG_pkg_txt_de_pms.eps,Never,"Germany, Curzate 60 WG, Fungizid, Cymoxanil, German, Fungicide","PMS 513 C Purple, PMS 285 C Blue, Black",Germany,Fungicide
Salibro Remeklel active Nematicida,NA,MX_Salibro_Reklemel_active_pkg_bdg_es_pms.eps,Never,"Mexico, Salibro™ Remeklel™ active , Spanish, Nematicida","Black, PMS 731 C Brown, PMS 4645 C Brown, PMS 285 C Blue",Mexico,
Lumiposa SEED APPLIED INSECTICIDE,"Lumiposa, Seed applied insecticide - Slovenia",SI_Lumiposa_pkg_txt_si_pms.eps,Never,"Slovenia, Lumiposa; INSEKTICID ZA TRETIRANJE SEMENA ; Slovenian, Seed applied insecticide","Black, PMS 7549 C Gold, PMS 285 C Blue",Slovenia,Insecticide
Tandem Coadyuvante,NA,MX_Tandem_pkg_txt_es_pms.eps,Never,"Mexico, Tandem™, coadyuvante, Spanish","Black, PMS 214 C Pink, PMS 285 C Blue",Mexico,
SI_Lancelot_Super_pkg_bdg_si_pms.eps,Lancelot™ SUPER; HERBICIDE - Slovenia,SI_Lancelot_Super_pkg_bdg_si_pms.eps,Never,"Slovenia, Lancelot™ SUPER; HERBICID; Slovenian; Herbicide","Black, PMS 285 C Blue, PMS 361 C Green, PMS 376 C Green",Slovenia,Herbicide
"Lancelot SUPER, HERBICIDE",Lancelot™ SUPER; HERBICIDE - Slovenia,SI_Lancelot_Super_pkg_txt_si_pms.eps,Never,"Slovenia, Lancelot™ SUPER; HERBICID; Slovenian; Herbicide","Black, PMS 285 C Blue, PMS 361 C Green",Slovenia,Herbicide
Metcostar 60 Fungicide,Metcostar 60,FR_Metcostar_60_pkg_bdg_fr_pms.eps,Never,"France, Metcostar 60, Fongicide, Metconazole, French, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple, PMS 514 C Purple",France,Fungicide
EXALT Insecticide,"Exalt, INSECTICIDE - Bulgaria",BG_Exalt_pkg_bdg_bg_pms.eps,Never,"BULGARIA, Екзалт™, ИНСЕКТИЦИД, BULGARIAN, Insecticide,","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Bulgaria,Insecticide
Norios FUNGICIDE,"Norios, FUNGICIDA - Spain",ES_Norios_pkg_bdg_es_pms.eps,Never,"Spain, Norios, FUNGICIDA, Spanish, Fungicide","Black, PMS 285 C Blue, PMS 519 C Purple, PMS 514 C Purple",Spain,Fungicide
"Indar 5%EW, fungicide",Arabic,EG_Indar_5_EW_pkg_bdg_ar_pms.eps,Never,"Indar 5%EW , fungicide, Arabic , Egypt","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Egypt,Fungicide
Instinct NXTGEN Nitrogen Stabilizer,Instinct NXTGEN Nitrogen Stabilizer Optinyte technology,US_Instinct_NXTGEN_Optinyte_technology_pkg_bdg_en_pms.eps,Never,"United States, Instinct NXTGEN Nitrogen Stabilizer, Optinyte technology, English, nitrogen stabilizer","Black, PMS 285 C Blue, PMS 322 C Blue, PMS 3262 C Blue",United States,Nitrogen Stabilizer
Codacide Adjuvant,"Codacide®, ADJUVANT - Spain",ES_Codacide_pkg_bdg_es_pms.eps,Never,"Spain, Codacide®, ADJUVANT, Spanish","Black, PMS 285 C Blue, PMS 214 C PINK, PMS 708 C PINK",Spain,
Rezuvant Herbicide,Rezuvant Herbicide with Arylex active,US_Rezuvant_with_Arylex_active_pkg_bdg_en_pms.eps,Never,"United States, Rezuvant Herbicide with Arylex active, English, herbicide","Black, PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue",United States,Herbicide
ProClova Herbicide,ProClova Herbicide with Rinskor active,US_ProClova_with_Rinskor_active_pkg_bdg_en_pms.eps,Never,"United States, ProClova Herbicide with Rinskor active, English, herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",United States,Herbicide
Accent 40 OD Herbicide,Accent 40 OD,NL_Accent_40_OD_pkg_bdg_nl_pms.eps,Never,"The Netherlands, Accent 40 OD, Herbicide, Nicosulfuron, Dutch Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Netherlands,Herbicide
Rainbow 2.5 % OD Herbicide,رينبو 2.5 % مركز زيتي قابل للانتشار في الماء,EG_Rainbow_2_5_OD_pkg_txt_ar_pms.eps,Never,"Rainbow 2.5 % OD Herbicide , رينبو, 2.5 % مركز زيتي قابل للانتشار في الماء, , Arabic, Egypt","PMS 361 C Green, PMS 285 C Blue, Black",Egypt,Herbicide
Indar 5 % EW Fungicide,اندار 5 % مستحلب زيتي في الماء,EG_Indar_5_EW_pkg_bdg_ar_pms.eps,Never,"Indar 5 % EW Fungicide, اندار, 5 % مستحلب زيتي في الماء, , Arabic, Egypt","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Egypt,Fungicide
Gallant Super 10.8% EC Herbicide,جالنت سوبر 10.8 % مركز قابل للاستحلاب,EG_Gallant_Super_10.8_EC_pkg_bdg_ar_pms.eps,Never,"Gallant Super 10.8% EC Herbicide, جالنت سوبر, 10.8% مركز قابل للاستحلاب, , Arabic, Egypt","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Egypt,Herbicide
Peacoq Fungicide,Peacoq,IE_Peacoq_Inatreq_active_pkg_bdg_en_pms.eps,Never,"Ireland, Peacoq, fungicide, Fenpicoxamide, English, Fungicide","PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Ireland,Fungicide
Sullicab BIOSTIMULANT,"Sullicab™, BIOSTIMULANT - Spain, Portugal",ES_Sullicab_pkg_txt_es_pms.eps,Never,"Spain, Portugal, Sullicab™, BIOFERTILIZANTE, Spanish, Portuguese, BIOSTIMULANT","Black, PMS 214 C Pink, PMS 285 C Blue",Spain,
HighNoon Herbicide,HighNoon Herbicide with Rinskor active,US_HighNoon_with_Rinskor_Active_pkg_txt_en_pms.eps,Never,"United States, HighNoon Herbicide, with Rinskor active, English, herbicide","PMS 340 C Green, PMS 285 C Blue, Black",United States,Herbicide
EcoDrive Herbicide,EcoDrive Rinskor active Herbicide,US_EcoDrive_Rinskor_Active_pkg_txt_en_pms.eps,Never,"United States, EcoDrive Herbicide, Rinskor active, English, herbicide","PMS 340 C Green, PMS 285 C Blue, Black",United States,Herbicide
Lontrel Grand herbicide,"Лонтрел Гранд, Гербицид",RU_Lontrel_Grand_pkg_bdg_ru_pms.eps,Never,"Russia, Лонтрел Гранд, Гербицид, Russian, Herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Russia,Herbicide
Topshot herbicide,"Топшот, Гербицид",RU_Topshot_pkg_bdg_ru_pms.eps,Never,"Russia, Топшот, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Russia,Herbicide
Derbi 175 herbicide,"Дерби 175, Гербицид",RU_Derbi_175_pkg_bdg_ru_pms.eps,Never,"Russia, Дерби 175, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Russia,Herbicide
Pallas 45 herbicide,"Паллас 45, Гербицид",RU_Pallas_45_pkg_bdg_ru_pms.eps,Never,"Russia, Паллас 45, Гербицид, Russian, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Russia,Herbicide
Vivolt Surfactant,Vivolt,HU_Vivolt_pkg_txt_hu_pms.eps,Never,"Hungary, Vivolt, Hungarian, Surfactant","PMS 214 C Pink, PMS 285 C Blue, Black",Hungary,
Quid Oil Adjuvant,Quid Oil Coadyuvante,AR_Quid_Oil_pkg_txt_es_pms.eps,Never,"Argentina, Quid Oil, coadyuvante, spanish, adjuvant","Black, PMS 214 C Pink, PMS 285 C Blue",Argentina,
"Zorvec Entecta, FUNGICIDE","Zorvec Entecta, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec_Entecta_pkg_bdg_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec Entecta; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Bosnia And Herzegovina,Fungicide
"Zorvec Vinabel, FUNGICIDE","Zorvec VINABEL, FUNGICIDE - Bosnia and Herzegovina;",BA_Zorvec Vinabel_pkg txt_bs_pms.eps,Never,Bosnia and Herzegovina; Zorvec VINABEL; FUNGICID; Bosnian; Fungicide,"PMS 513 C Purple, PMS 285 C Blue, Black",Bosnia And Herzegovina,Fungicide
"Quelex, HERBICIDE","Quelex, HERBICIDE - Bosnia and Herzegovina;",BA_Quelex_Arylex_active_pkg_bdg_bs_pms.eps,Never,Bosnia and Herzegovina; Quelex; HERBICID; Bosnian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Bosnia And Herzegovina,Herbicide
"Curzate 60 WG, FUNGICIDE","Curzate 60 WG, FUNGICIDE - Croatia",HR_Curzate_60_WG_pkg_bdg_hr_pms.eps,Never,Croatia; Curzate 60 WG; FUNGICID; Croatian; Fungicide,"PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue, Black",Croatia,Fungicide
"Kelvin OD, HERBICIDE","Kelvin OD, HERBICIDE - Slovenia;",SI_Kelvin_OD_pkg_txt_sl_pms.eps,Never,Slovenia; Kelvin OD; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Slovenia,Herbicide
"Kelvin, HERBICIDE","Kelvin, HERBICIDE - Slovenia",SI_Kelvin_pkg_bdg_sl_pms.eps,Never,Slovenia; Kelvin; HERBICID; Slovenian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Slovenia,Herbicide
"Kelvin 40 OD, HERBICIDE","Kelvin 40 OD, HERBICIDE - Croatia",HR_Kelvin_40_OD_pkg_txt_hr_pms.eps,Never,Croatia; Kelvin 40 OD; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 285 C Blue, Black",Croatia,Herbicide
"Kelvin 40 SC, HERBICIDE","Kelvin 40 SC, HERBICID - Croatia",HR_Kelvin_40_SC_pkg_bdg_hr_pms.eps,Never,Croatia; Kelvin 40 SC; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Croatia,Herbicide
"Pallas OKVAŠIVAČ, ADJUVANT",Pallas OKVAŠIVAČ; ADJUVANT - Bosnian and Herzegovina,BA_Pallas_OKVASIVAC_pkg_bdg_bs_pms.eps,Never,"Bosnia and Herzegovina, Pallas OKVAŠIVAČ; ADITIV; Bosnian; Adjuvant","PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue, Black",Bosnia And Herzegovina,
Korvetto HERBICIDE,Korvetto; HERBICIDE - Croatia,HR_Korvetto_Arylex_active_pkg_bdg_hr_pms.eps,Never,Croatia; Korvetto; HERBICID; Croatian; Herbicide,"PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Croatia,Herbicide
"Vivolt OKVAŠIVAČ, ADJUVANT",Vivolt OKVAŠIVAČ; ADITIV - Croatia,HR_Vivolt_pkg_bdg_hr_pms.eps,Never,"Croatia; Vivolt OKVAŠIVAČ; ADITIV; Croatian, Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Croatia,
"Vivolt MOČILO, ADJUVANT",Vivolt MOČILO; ADJUVANT - Slovenia,SI_Vivolt_pkg_bdg_sl_pms.eps,Never,"Slovenia; Vivolt MOČILO; ADITIV; Croatian, Slovenian; Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Slovenia,
Zorvec Vinabria 510 SC FUNGICIDE,"Zorvec Vinabria 510 SC, FUNGICIDE - Greece",GR_Zorvec_Vinabria_510_SC_pkg_txt_el_pms.eps,Never,"Greece, Zorvec Vinabria 510 SC, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","Black, PMS 513 C Purple, PMS 285 C Blue",Greece,Fungicide
Lumiposa INSECTICIDE SEED TREATMENT,"Lumiposa, Insecticide Seed Treatment - Spain",ES_Lumiposa_pkg_txt_es_pms.eps,Never,"Spain, Lumiposa, TRATAMIENTO INSECTICIDA DE SEMILLAS, Spanish, Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Spain,Seed Treatment
Lumisena FUNGICIDE SEED TREATMENT,"Lumiposa, Fungicide Seed Treatment - Spain",ES_Lumisena_pkg_txt_es_pms.eps,Never,"Spain, Lumiposa, TRATAMIENTO FUNGICIDA DE SEMILLAS., spanish, Seed Treatment","Black, PMS 7549 C Gold, PMS 285 C Blue",Spain,Seed Treatment
Lumivia INSECTICIDE SEED TREATMENT,"Lumivia, Insecticide Seed Treatment - Spain",ES_Lumivia_pkg_bdg_es_pms.eps,Never,"Spain, Lumivia, TRATAMIENTO INSECTICIDA DE SEMILLAS, spanish, Insecticide Seed Treatment","Black, PMS 7549 C Gold, PMS 128 C Gold, PMS 285 C Blue",Spain,Seed Treatment
Xtreem Biological Insecticide,"Xtreem®, Biological Insecticide - Spain",ES_Xtreem_pkg_txt_es_pms.eps,Never,"Spain, Xtreem®, INSECTICIDA NATURAL, Spanish, Biological Insecticide","Black, PMS 285 C Blue, PMS 1525 C Orange",Spain,Insecticide
Broadway Star Herbicide,"Broadway Star, Erbicid",RO_Broadway_Star_pkg_txt_ro_pms.eps,Never,"Romania, Broadway Star, Erbicid, Romanian, Herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Romania,Herbicide
Sentrisol L Insecticide,Sentrisol L,FR_Sentrisol_L_pkg_txt_fr_pms.eps,Never,"France, Sentrisol L, Insecticide ,Hexaflumuron, French, insecticide","PMS 362 C Green, PMS 285 C Blue, Black",France,Insecticide
Sentriwick Insecticide,Sentriwick,FR_Sentriwick_pkg_txt_fr_pms.eps,Never,"France, Sentriwick, Insecticide, Hexaflumuron, French, insecticide","PMS 362 C Green, PMS 285 C Blue, Black",France,Insecticide
Recrute Pro Insecticide,Recrute Pro,FR_Recrute_Pro_pkg_bdg_fr_pms.eps,Never,"France, Recrute PRO, Insecticide, Hexaflumuron, French, insecticide","PMS 362 C Green, PMS 376 C Green, PMS 285 C Blue, Black",France,Insecticide
Sentrisol HD Insecticide,Sentrisol HD,FR_Sentrisol_HD_pkg_bdg_fr_pms.eps,Never,"France, Recrute HD, Insecticide ,Hexaflumuron, French, insecticide","PMS 362 C Green, PMS 376 C Green, PMS 285 C Blue, Black",France,Insecticide
Verdict Max Herbicide,Verdict Max Herbicida,AR_Verdict_Max_pkg_txt_es_pms.eps,Never,"Argentina, Verdict Max, herbicida, spanish, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Mirage Max Herbicide,Mirage Max Herbicida,AR_Mirage_Max_pkg_txt_es_pms.eps,Never,"Argentina, Mirage Max, herbicida, spanish, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Walux Herbicide,Walux Herbicida,AR_Walux_pkg_txt_es_pms.eps,Never,"Argentina, Walux, herbicida, spanish, herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Peacoq,Peacoq,BE_Peacoq_Inatreq_active_pkg_bdg_fr_pms.eps,Never,"Belgium, Peacoq, Fongicide, Fenpicoxamide, French, Dutch , Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium,Fungicide
Sentricon Recruit IV AG,セントリコン/シロアリ防除システム,JP_Sentricon_Recruit_IV_AG_pkg_txt_ja_pms.eps,Never,"Japan,日本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 285 C Blue, Black",Japan,
Sentricon Recruit IV,セントリコン/シロアリ防除システム,JP_Sentricon_Recruit_IV_pkg_txt_ja_pms.eps,Never,"Japan,日本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 285 C Blue, Black",Japan,
Sentricon RTI station,セントリコン/シロアリ防除システム,JP_Sentricon_RTI_station_pkg_bdg_ja_pms.eps,Never,"Japan,⽇本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Japan,
Sentricon Recruit,セントリコン/シロアリ防除システム,JP_Sentricon_Recruit_pkg_txt_ja_pms.eps,Never,"Japan,日本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 285 C Blue, Black",Japan,
Sentricon inground station,セントリコン/シロアリ防除システム,JP_Sentricon_inground_station_pkg_txt_ja_pms.eps,Never,"Japan,日本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 285 C Blue, Black",Japan,
Sentricon single station,セントリコン/シロアリ防除システム,JP_Sentricon_single_station_pkg_txt_ja_pms.eps,Never,"Japan,日本,セントリコン,シロアリ,Japanese,termiticide","PMS 362 C Green, PMS 285 C Blue, Black",Japan,
Vivolt Adjuvant,Vivolt,DE_Vivolt_pkg_bdg_de_pms.eps,Never,"Germany, Vivolt, Netzmittel, 1.2 benzisotiazol, German, Adjuvant","Black, PMS 214 C Pink, PMS 708 C Pink, PMS 285 C Blue",Germany,
Recrute HD,Recrute HD,FR_Recrute_HD_pkg_bdg_fr_pms.eps,Never,"France, Recrute HD, Insecticide ,Hexaflumuron, French, insecticide","Black, PMS 362 C Green, PMS 376 C Green, PMS 285 C Blue",France,Insecticide
Kerb 480 HERBICIDE,"Kerb 480, HERBICIDE - Italy",IT_Kerb_480_pkg_txt_it_pms.eps,Never,"Italy, Kerb 480, ERBICIDA, Italian, Herbicide","PMS 349 C Green, PMS 285 C Blue, Black",Italy,Herbicide
Kerb 80 EDF HERBICIDE,"Kerb 80 EDF, HERBICIDE - Italy",IT_Kerb_80_EDF_pkg_bdg_it_pms.eps,Never,"Italy, Kerb 80 EDF, ERBICIDA, Italian, Herbicide","PMS 349 C Green, PMS 376 C Green, PMS 285 C Blue, Black",Italy,Herbicide
Zorvec Vinabel 340 SE FUNGICIDE,"Zorvec Vinabel 340 SE, FUNGICIDE - Greece",GR_Zorvec Vinabel_340 SE_pkg txt_el_pms.eps,Never,"Greece, Zorvec Vinabel 340 SE, ΜΥΚΗΤΟΚΤΟΝΟ, Greek, FUNGICIDE","PMS 513 C Purple, PMS 285 C Blue, Black",Greece,Fungicide
Chantico FUNGICIDE,"Chantico, Fungicide - Italy",IT_Chantico_pkg_bdg_it_pms.eps,Never,"Italy, Chantico, Fungicida, Italian, Fungicide","Black, PMS 513 C Purple, PMS 514 C Purple, PMS 285 C Blue",Italy,Fungicide
Aquino Fungicide,Aquino,BE_Aquino_Inatreq_active_pkg_bdg_fr-nl_pms.eps,Never,"Belgium, Aquino, Fongicide, Fenpicoxamide, French, Dutch, Fungicide","Black, PMS 519 C Purple, PMS 514 C Purple, PMS 285 C Blue",Belgium,Fungicide
Starane HD HERBICIDE,"Starane HD, HERBICIDE - Italy",IT_Starane_HD_pkg_txt_it_pms.eps,Never,"Italy, Starane HD, ERBICIDA, Italian, Herbicide","PMS 340 C Green, PMS 285 C Blue, Black",Italy,Herbicide
Tocon Xtra,Tocon Xtra Herbicida,BO_Tocon_Xtra_pkg_txt_es_pms.eps,Never,"Bolivia, Tocon Xtra, herbicida, spanish, herbicide","PMS 361 C Green, PMS 285 C Blue, Black",Bolivia,Herbicide
SKELETON Regulátor,SKELETON Regulátor,SK_Skeleton_pkg_bdg_sk_pms.eps,Never,"Slovakia, Skeleton, Regulátor, Slovak","PMS 7466 C Blue, PMS C 3262 C Blue, PMS 285 C Blue, Black",Slovakia,
PROMIR Fungicíd,PROMIR Fungicíd,SK_Promir_pkg_txt_sk_pms.eps,Never,"Slovakia, Promir, Fungicíd, Slovak","PMS 513 C Purple, PMS 285 C Blue, Black",Slovakia,
SOLIGOR Fungicíd,SOLIGOR Fungicíd,SK_Soligor_pkg_txt_sk_pms.eps,Never,"Slovakia, Soligor, Fungicíd, Slovak","Black, PMS 513 C Purple, PMS 285 C Blue",Slovakia,
FIXATOR Regulátor rastu,FIXATOR Regulátor rastu,SK_Fixator_pkg_txt_sk_pms.eps,Never,"Slovakia, Fixator, Regulátor rastu, Slovak","Black, PMS 7466 C Blue, PMS 285 C Blue",Slovakia,
Vector Herbicde,Vector erbicid,RO_Vector_pkg_bdg_ro_pms.eps,Never,"Romania, Vector erbicid, Romanian, herbicide","PMS 361 C Green, PMS 376 C Green, PMS 285 Blue, Black",Romania,Herbicide
