title,info,file,expires,tags,usage,country,product_category
Ricer Xtra Herbicide,Ricer Xtra Herbicide,UY_Ricer_Xtra_pkg_txt_es_pms.eps,Never,Uruguay; Ricer Xtra; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Reldan Plus Insecticide,Reldan Plus Insecticide,UY_Reldan_Plus_pkg_txt_es_pms.eps,Never,Uruguay; Reldan Plus; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Reldan 48E Insecticide,Reldan 48E Insecticide,UY_Reldan_48E_pkg_txt_es_pms.eps,Never,Uruguay; Reldan 48E; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
RebelEx Herbicide,RebelEx Herbicide,UY_Rebelex_pkg_txt_es_pms.eps,Never,Uruguay; RebelEx; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Rally Fungicide,Rally Fungicide,UY_Rally_pkg_txt_es_pms.eps,Never,Uruguay; Rally; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Uruguay,Fungicide
Quintal Xtra Insecticide,Quintal Xtra Insecticide,UY_Quintal_Xtra_pkg_txt_es_pms.eps,Never,Uruguay; Quintal Xtra; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Paradigm Herbicide,Paradigm Herbicide,UY_Paradigm_pkg_txt_es_pms.eps,Never,Uruguay; Paradigm; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Panzer Herbicide,Panzer Herbicide,UY_Panzer_pkg_txt_es_pms.eps,Never,Uruguay; Panzer; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Panzer Gold Herbicide,Panzer Gold Herbicide,UY_Panzer_Gold_pkg_txt_es_pms.eps,Never,Uruguay; Panzer Gold; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Oust XP Herbicide,Oust XP Herbicide,UY_Oust_XP_pkg_txt_es_pms.eps,Never,Uruguay; Oust XP; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Merit OD Herbicide,Merit OD Herbicide,UY_Merit_OD_pkg_txt_es_pms.eps,Never,Uruguay; Merit OD; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Lorsban 75 WG Insecticide,Lorsban 75 WG Insecticide,UY_Lorsban_75_WG_pkg_txt_es_pms.eps,Never,Uruguay; Lorsban 75 WG; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Lorsban 50W Insecticide,Lorsban 50W Insecticide,UY_Lorsban_50W_pkg_txt_es_pms.eps,Never,Uruguay; Lorsban 50W; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Lorsban 48E Insecticide,Lorsban 48E Insecticide,UY_Lorsban_48E_pkg_txt_es_pms.eps,Never,Uruguay; Lorsban 48E; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Lorsban 15 G Insecticide,Lorsban 15 G Insecticide,UY_Lorsban_15_G_pkg_txt_es_pms.eps,Never,Uruguay; Lorsban 15G; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Lontrel Herbicide,Lontrel Herbicide,UY_Lontrel_pkg_txt_es_pms.eps,Never,Uruguay; Lontrel; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Ligate Herbicide,Ligate Herbicide,UY_Ligate_pkg_txt_es_pms.eps,Never,Uruguay; Ligate; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Lexus Herbicide,Lexus Herbicide,UY_Lexus_pkg_txt_es_pms.eps,Never,Uruguay; Lexus; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Goal 2 EC Herbicide,Goal 2 EC Herbicide,UY_Goal_2_EC_pkg_txt_es_pms.eps,Never,Uruguay; Goal 2 EC; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Flipper Insecticide,Flipper Insecticide,UY_Flipper_pkg_txt_es_pms.eps,Never,Uruguay; Flipper; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Expedition Insecticide,Expedition Insecticide,UY_Expedition_pkg_txt_es_pms.eps,Never,Uruguay; Expedition; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Enlist Herbicide,Enlist Herbicide,UY_Enlist_pkg_txt_es_pms.eps,Never,Uruguay; Enlist; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
DMA DAS Herbicide,DMA DAS Herbicide,UY_DMA_DAS_pkg_txt_es_pms.eps,Never,Uruguay; DMA DAS; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
DMA 48 Herbicide,DMA 48 Herbicide,UY_DMA_48_pkg_txt_es_pms.eps,Never,Uruguay; DMA 48; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
DMA 6 Herbicide,DMA 6 Herbicide,UY_DMA_6_pkg_txt_es_pms.eps,Never,Uruguay; DMA 6; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
DMA 4 Herbicide,DMA 4 Herbicide,UY_DMA_4_pkg_txt_es_pms.eps,Never,Uruguay; DMA 4; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Dithane M-80 NT Fungicide,Dithane M-80 NT Fungicide,UY_Dithane_M-80_NT_pkg_txt_es_pms.eps,Never,Uruguay; Dithane M-80 NT; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Uruguay,Fungicide
Curzate M8 Fungicide,Curzate M8 Fungicide,UY_Curzate_M8_pkg_txt_es_pms.eps,Never,Uruguay; Curzate M 8; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Uruguay,Fungicide
Curtail M Herbicide,Curtail M Herbicide,UY_Curtail_M_pkg_txt_es_pms.eps,Never,Uruguay; Curtail M; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Uruguay,Herbicide
Compass Insecticide,Compass Insecticide,UY_Compass_pkg_txt_es_pms.eps,Never,Uruguay; Compass; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Uruguay,Insecticide
Bim Fungicide,Bim Fungicide,UY_Bim_pkg_txt_es_pms.eps,Never,Uruguay; Bim ; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Uruguay,Fungicide
Viovan Fungicide,Viovan Fungicide,BO_Viovan_pkg_txt_es_pms.eps,Never,Bolivia; Viovan ; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Bolivia,Fungicide
Transform Insecticide,Transform Insecticide,BO_Transform_pkg_txt_es_pms.eps,Never,Bolivia; Transform; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Bolivia,Insecticide
Tordon Extra,Tordon Extra,BO_Tordon_Extra_pkg_txt_es_pms.eps,Never,Bolivia; Tordon Extra; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,
Systhane Fungicide,Systhane Fungicide,BO_Systhane_pkg_txt_es_pms.eps,Never,Bolivia; Systhane; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Bolivia,Fungicide
Success 48 SC Insecticide,Success 48 SC Insecticide,BO_Success_48_SC_pkg_txt_es_pms.eps,Never,Bolivia; Success 48 Sc; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Bolivia,Insecticide
Starane Xtra Herbicide,Starane Xtra Herbicide,BO_Starane_Xtra_pkg_txt_es_pms.eps,Never,Bolivia; Starane Xtra; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Prado Extra Herbicide,Prado Extra Herbicide,BO_Prado_Extra_pkg_txt_es_pms.eps,Never,Bolivia; Prado Extra; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Pastar Herbicide,Pastar Herbicide,BO_Pastar_pkg_txt_es_pms.eps,Never,Bolivia; Pastar; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Pacto Herbicide,Pacto Herbicide,BO_Pacto_pkg_txt_es_pms.eps,Never,Bolivia; Pacto; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Lannate 90 SP Insecticide,Lannate 90 SP Insecticide,BO_Lannate_90_SP_pkg_txt_es_pms.eps,Never,Bolivia; Lannate 90 Sp ; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Bolivia,Insecticide
Galant R LPU Herbicide,Galant R LPU Herbicide,BO_Galant_LPU_pkg_txt_es_pms.eps,Never,Bolivia; Galant R Lpu; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Galant HL Herbicide,Galant HL Herbicide,BO_Galant_HL_pkg_txt_es_pms.eps,Never,Bolivia; Galant Hl; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Entrust Herbicide,Entrust Herbicide,BO_Entrust_pkg_txt_es_pms.eps,Never,Bolivia; Entrust; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Bolivia,Herbicide
Dithane 80 NT Fungicide,Dithane 80 NT Fungicide,BO_Dithane_80_NT_pkg_txt_es_pms.eps,Never,Bolivia; Dithane 80 Nt; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Bolivia,Fungicide
Curathane 720 PM Fungicide,Curathane 720 PM Fungicide,BO_Curathane_720_PM_pkg_es_txt_pms.eps,Never,Bolivia; Curathane 720 PM; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Bolivia,Fungicide
Bim WP Fungicide,Bim WP Fungicide,BO_Bim_WP_pkg_txt_es_pms.eps,Never,Bolivia; Bim WP; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Bolivia,Fungicide
Absolute Insecticide,Absolute Insecticide,BO_Absolute_pkg_txt_es_pms.eps,Never,Bolivia; Absolute; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Bolivia,Insecticide
Zorvec Enicade Fungicide,Zorvec Enicade Fungicide,AR_Zorvec_Enicade_pkg_txt_es_pms.eps,Never,Argentina; Zorvec Enicade Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Uptake Plus,Uptake Plus,AR_Uptake_Plus_pkg_txt_es_pms.eps,Never,Argentina; Uptake Plus ; othrer; coadyuvante; español,"Black, PMS 214 C Pink, PMS 285 C Blue",Argentina,
Uptake,Uptake,AR_Uptake_pkg_txt_es_pms.eps,Never,Argentina; Uptake ; othrer; coadyuvante; español,"Black, PMS 214 C Pink, PMS 285 C Blue",Argentina,
Tordon D30 Herbicde,Tordon D 30 Herbicde,AR_Tordon_D30_pkg_txt_es_pms.eps,Never,Argentina; Tordon D 30; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,
Tocon Extra Herbicide,Tocon Extra Herbicide,AR_Tocon_Extra_pkg_txt_es_pms.eps,Never,Argentina; Tocon Extra Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Titus 25WG Herbicide,Titus 25WG Herbicide,AR_Titus_pkg_txt_es_pms.eps,Never,Argentina; Titus 25WG Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Systhane W Fungicide,Systhane W Fungicide,AR_Systhane_W_pkg_txt_es_pms.eps,Never,Argentina; Systhane W Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Systhane E Fungicide,Systhane E Fungicide,AR_Systhane_E_pkg_txt_es_pms.eps,Never,Argentina; Systhane E Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Success 48 Insecticide,Success 48 Insecticide,AR_Success_48_pkg_txt_es_pms.eps,Never,Argentina; Success 48 Insecticide; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Stinger Duo Pack Fungicide,Stinger Duo Pack Fungicide,AR_Stinger_Duo_Pack_pkg_txt_es_pms.eps,Never,Argentina; Stinger Duo Pack Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Spider Xtra Pack Herbicide,Spider Xtra Pack Herbicide,AR_Spider_Xtra_Pack_pkg_txt_es_pms.eps,Never,Argentina; Spider Xtra Pack Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Sheriff Herbicide,Sheriff Herbicide,AR_Sheriff_pkg_txt_es_pms.eps,Never,Argentina; Sheriff Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Sheriff Max Herbicide,Sheriff Max Herbicide,AR_Sheriff_Max_pkg_txt_es_pms.eps,Never,Argentina; Sheriff Max Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Runner SC Insecticide,Runner SC Insecticide,AR_Runner_pkg_txt_es_pms.eps,Never,ArgentinaRunner SC InsecticideInsecticidaEspañol,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Reldan 48 E Insecticide,Reldan 48 E Insecticide,AR_Reldan_48_E_pkg_txt_es_pms.eps,Never,ArgentinaReldan 48 EInsecticidaEspañol,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Insecticide
Quintec Fungicide,Quintec Fungicide,AR_Quintec_pkg_txt_es_pms.eps,Never,Argentina; Quintec Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Quintal Insecticide,Quintal Insecticide,AR_Quintal_pkg_txt_es_pms.eps,Never,Argentina; Quintal Insecticide; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Produce Herbicide,Produce Herbicide,AR_Produce_pkg_txt_es_pms.eps,Never,Argentina; Produce Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Preside 80 WDG Herbicide,Preside 80 WDG Herbicide,AR_Preside_80_WDG_pkg_txt_es_pms.eps,Never,Argentina; Preside 80 WDG Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Persist Fungicide,Persist Fungicide,AR_Persist_pkg_txt_es_pms.eps,Never,Argentina; Persist Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Perdure Herbicide,Perdure Herbicide,AR_Perdure_pkg_txt_es_pms.eps,Never,Argentina; Perdure Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Paxeo Herbicide,Paxeo Herbicide,AR_Paxeo_pkg_txt_es_pms.eps,Never,Argentina; Paxeo Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Pastar Gold Herbicide,Pastar Gold Herbicide,AR_Pastar_Gold_pkg_txt_es_pms.eps,Never,Argentina; Pastar Gold Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Padron Herbicide,Padron Herbicide,AR_Padron_pkg_txt_es_pms.eps,Never,Argentina; Padron Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Nurelle 25 E Insecticide,Nurelle 25 E Insecticide,AR_Nurelle_25_E_pkg_txt_es_pms.eps,Never,ArgentinaNurelle 25 E InsecticideInsecticidaEspañol,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Mirage Herbicide,Mirage Herbicide,AR_Mirage_pkg_txt_es_pms.eps,Never,ArgentinaMirage HerbicideHerbicidaEspañol,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Mirage HL Herbicide,Mirage HL Herbicide,AR_Mirage_HL_pkg_txt_es_pms.eps,Never,ArgentinaMirage HL HerbicideHerbicidaEspañol,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Merit Pack Herbicide,Merit Pack Herbicide,AR_Merit_Pack_pkg_txt_es_pms.eps,Never,Argentina; Merit Pack Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Merit Gold Herbicide,Merit Gold Herbicide,AR_Merit_Gold_pkg_txt_es_pms.eps,Never,Argentina; Merit Gold Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Lorsban Plus Insecticide,Lorsban Plus Insecticide,AR_Lorsban_Plus_pkg_txt_es_pms.eps,Never,Argentina; Lorsban Plus Insecticide; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Lorsban 48 E Insecticide,Lorsban 48 E Insecticide,AR_Lorsban_48_E_pkg_txt_es_pms.eps,Never,Argentina; Lorsban 48 E Insecticide; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
"Lorsban 2,5 P Insecticide","Lorsban 2,5 P Insecticide","AR_Lorsban_2,5_P_pkg_txt_es_pms.eps",Never,"Argentina; Lorsban 2,5 P Insecticide; Insecticida; ; Español;","Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Lontrel Xtra Herbicide,Lontrel Xtra Herbicide,AR_Lontrel_Xtra_pkg_txt_es_pms.eps,Never,Argentina; Lontrel Xtra Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Ligate Besty Pack Herbicide,Ligate Besty Pack Herbicide,AR_Ligate_Besty_Pack_pkg_txt_es_pms.eps,Never,Argentina; Ligate Besty Pack Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Koltar EC Herbicide,Koltar EC Herbicide,AR_Koltar_EC_pkg_txt_es_pms.eps,Never,Argentina; Koltar EC Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Koltar 24 EC Herbicide,Koltar 24 EC Herbicide,AR_Koltar_24_EC_pkg_txt_es_pms.eps,Never,Argentina; Koltar 24 EC Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Juno Fungicide,Juno Fungicide,AR_Juno_pkg_txt_es_pms.eps,Never,Argentina; Juno Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Intruder Herbicide,Intruder Herbicide,AR_Intruder_pkg_txt_es_pms.eps,Never,Argentina; Intruder Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Indar ST Fungicide,Indar ST Fungicide,AR_Indar_ST_pkg_txt_es_pms.eps,Never,Argentina; Indar ST Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Indar F Fungicide,Indar F Fungicide,AR_Indar_F_pkg_txt_es_pms.eps,Never,Argentina; Indar F Fungicide; Fungicida; ; Español;,"Black, PMS 513 C Purple, PMS 285 C Blue",Argentina,Fungicide
Hexen Herbicde,Hexen Herbicde,AR_Hexen_pkg_txt_es_pms.eps,Never,Argentina; Hexen ; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,
Esteron Ultra Herbicide,Esteron Ultra Herbicide,AR_Esteron_Ultra_pkg_txt_es_pms.eps,Never,Argentina; Esteron Ultra Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Entrust Insecticide,Entrust Insecticide,AR_Entrust_pkg_txt_es_pms.eps,Never,Argentina; Entrust Insecticide; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Enlist Colex D Herbicide,Enlist Colex D Herbicide,AR_Enlist_pkg_txt_es_pms.eps,Never,Argentina; Enlist Colex D Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Dithane M-80 Fungicide,Dithane M-80 Fungicide,AR_Dithane_M-80_pkg_txt_es_pms.eps,Never,Argentina; Dithane M-80; Fungicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Fungicide
Cimbron Herbicde,Cimbron Herbicde,AR_Cimbron_pkg_txt_es_pms.eps,Never,Argentina; Cimbron ®; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,
Challenger Pack Herbicide,Challenger Pack Herbicide,AR_Challenger_pkg_txt_es_pms.eps,Never,Argentina; Challenger Pack Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Challenger Herbicide,Challenger Herbicide,AR_Challenger_Pack_pkg_txt_es_pms.eps,Never,Argentina; Challenger Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Blink Insecticide,Blink Insecticide,AR_Blink_pkg_txt_es_pms.eps,Never,Argentina; Blink®; Insecticida; ; Español;,"Black, PMS 158 C Orange, PMS 285 C Blue",Argentina,Insecticide
Bigua Herbicde,Biguá Herbicde,AR_Biguá_pkg_txt_es_pms.eps,Never,Argentina; Biguá®; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,
Authority Herbicide,Authority Herbicide,AR_Authority_pkg_txt_es_pms.eps,Never,Argentina; Authority Herbicide; Herbicida; ; Español;,"Black, PMS 361 C Green, PMS 285 C Blue",Argentina,Herbicide
Spintor INSECTICIDE,Spintor Insecticide - Iberia,ES-PT_Spintor_pkg_bdg_es-pt_pms.eps,Never,"Spain, Portugal, Spintor®, INSECTICIDA, Spanish, Portuguese, Insecticide","Black, PMS 158 C Orange, PMS 1495 C Orange, PMS 285 C Blue",Spain,Insecticide
Dymid Herbicide,Dymid,GB_Dymid_pkg_bdg_en_pms.eps,Never,"U.K, Dymid, Herbicide, Aminopyralid, Propyzamide, English, Herbicide","Black, PMS 340 C Green, PMS 376 C Green, PMS 285 C Blue",United Kingdom,Herbicide
Trezac Herbicide,Trezac,FR_Trezac_Arylex_active_pkg_bdg_fr_pms.eps,Never,"France, Trezac, Herbicide, Halauxyfen, Aminopyralid, Cloquintocet, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Starane HD Herbicide,Starane HD,FR_Starane_HD_pkg_bdg_fr_pms.eps,Never,"France, Starane HD, Herbicide, Fluroxypyr, French, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",France,Herbicide
Vydate INSECTICIDE/NEMATICIDE,Vydate INSECTICIDE/NEMATICIDE/NÉMATOCIDE,CA_Vydate_pkg_bdg_en-fr_pms.eps,Never,"Canada, Vydate, Insecticide/nematicide/nématocide, bilingual,Vydate, Insecticide/nematicide","PMS 285 C Blue, PMS 1495 C Orange, PMS 1525 C Orange, Black",Canada,Nematicide
N-Lock,N-Lock,DE-AT_N-Lock_Optinyte_technology_pkg_bdg_de_pms.eps,Never,"Germany, N-Lock, Stickstoff-Stabilisator, Nitrapyrin, German, Nitrogen Stabilizer.","Black, PMS 322 C Blue, PMS 3262 C Blue, PMS 285 C Blue",Germany,Nitrogen Stabilizer
"Quelex Complex Pak, Herbicide",Quelex Complex Pak,PL_Quelex_Complex_Pak_Arylex_active_pkg_bdg_pl_pms.eps,Never,"Poland, Quelex Complex Pak, Quelex, Naceto, Herbicyd, Arylex active, Florasulam, Flufenacet, Diflufenikan, Polish, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Poland,Herbicide
"Belkar Kliper Pak, Herbicide",Belkar Kliper Pak,PL_Belkar_Kliper_Pak_Arylex_active_pkg_bdg_pl_pms.eps,Never,"Poland, Belkar Kliper Pak, herbicyd, Arylex active, Pikloram, Metazachlor, Aminopyralid, Polish, Herbicide","Black, PMS 361 C Green, PMS 376 C Green, PMS 285 C Blue",Poland,Herbicide
"N-Lock Max, NITROGEN STABILIZER","N-Lock Max, Nitrogen Stabilizer - Slovenia",SI_N-lock_MAX_Optinyte_technology_pkg_bdg_sl_pms.eps,Never,Slovenia; N-Lock Max; STABILIZATOR DUŠIKA; Optinyte technology; Slovenian; Nitrogen stabilizer,"PMS 7466 C, PMS 3262 C, PMS 285 C, Black",Slovenia,Nitrogen Stabilizer
"N-Lock, NITROGEN STABILIZER","N-Lock, Nitrogen Stabilizer - Slovenia",SI_N-lock_Optinyte_technology_pkg_bdg_sl_pms.eps,Never,Slovenia; N-Lock; STABILIZATOR DUŠIKA; Optinyte technology; Slovenian; Nitrogen stabilizer,"PMS 7466 C, PMS 3262 C, PMS 285 C, Black",Slovenia,Nitrogen Stabilizer
Zorvec Encantia 330 SE FUNGICIDE,Thuốc trừ bệnh Zorvec Encantia 330 SE,VN_Zorvec_Encantia_330_SE_pkg_txt_vi_pms.eps,Never,"Vietnam, Zorvec Encantia 330 SE, thuốc trừ bệnh, Oxathiapiprolin + Famoxadone, Vietnamese, Fungicide","Black, PMS 513 C Purple, PMS 285 C Blue",Vietnam,Fungicide
Xevelo 120 EC HERBICIDE,Thuốc trừ cỏ Xevelo 120 EC,VN_Xevelo_120_EC_Rinskor_active_pkg_txt_vi_pms.eps,Never,"Vietnam, Xevelo 120 EC, thuốc trừ cỏ, Florpyrauxifen-benzyl + Cyhalofop butyl, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Rainbow 410 SE HERBICIDE,Thuốc trừ cỏ Rainbow 410 SE,VN_Rainbow_410_SE_pkg_txt_vi_pms.eps,Never,"Vietnam, Rainbow 410 SE, thuốc trừ cỏ, Butachlor & Penoxulam, Vietnamese, Herbicide","Black, PMS 361 C Green, PMS 285 C Blue",Vietnam,Herbicide
Radiant 60 SC INSECTICIDE,Thuốc trừ sâu sinh học Radiant 60 SC,VN_Radiant_60_SC_pkg_txt_vi_pms.eps,Never,"Vietnam, Radiant 60 SC, thuốc trừ sâu, Spinetoram, Vietnamese, Insecticide","Black, PMS 1525 C Orange, PMS 285 C Blue",Vietnam,Insecticide
Prodigy 23 SC INSECTICIDE,Thuốc trừ sâu Prodigy 23 SC,VN_Prodigy_23_SC_pkg_txt_vi_pms.eps,Never,"Vietnam, Prodigy 23 SC, thuốc trừ sâu, Methoxyfenozide, Vietnamese, Insecticide","Black, PMS 158 C Orange, PMS 285 C Blue",Vietnam,Insecticide
